iter	Passed	Remaining
1680	7793	6115
1681	7796	6109
1682	7801	6104
1683	7805	6099
1684	7810	6095
1685	7817	6092
1686	7826	6091
1687	7829	6085
1688	7831	6078
1689	7834	6072
1690	7836	6066
1691	7842	6062
1692	7845	6056
1693	7849	6051
1694	7853	6046
1695	7856	6040
1696	7860	6035
1697	7863	6029
1698	7866	6023
1699	7869	6017
1700	7874	6013
1701	7886	6014
1702	7888	6008
1703	7892	6002
1704	7896	5997
1705	7900	5992
1706	7911	5992
1707	7919	5990
1708	7924	5985
1709	7955	6001
1710	7958	5995
1711	7961	5989
1712	7964	5983
1713	7966	5976
1714	7968	5970
1715	7971	5964
1716	7975	5959
1717	7979	5954
1718	7981	5947
1719	7985	5942
1720	7988	5936
1721	7999	5937
1722	8002	5931
1723	8006	5926
1724	8010	5921
1725	8013	5915
1726	8016	5909
1727	8020	5904
1728	8024	5898
1729	8027	5893
1730	8031	5887
1731	8033	5881
1732	8038	5877
1733	8044	5873
1734	8048	5867
1735	8050	5861
1736	8052	5855
1737	8057	5850
1738	8060	5845
1739	8064	5839
1740	8066	5833
1741	8069	5827
1742	8073	5822
1743	8078	5818
1744	8082	5812
1745	8084	5806
1746	8102	5811
1747	8115	5812
1748	8118	5806
1749	8120	5800
1750	8124	5795
1751	8127	5789
1752	8144	5793
1753	8147	5787
1754	8159	5788
1755	8161	5781
1756	8166	5777
1757	8178	5777
1758	8182	5772
1759	8185	5766
1760	8187	5760
1761	8189	5754
1762	8194	5749
1763	8203	5747
1764	8206	5742
1765	8219	5743
1766	8222	5737
1767	8224	5730
1768	8226	5724
1769	8229	5718
1770	8232	5712
1771	8235	5707
1772	8241	5703
1773	8246	5699
1774	8249	5693
1775	8252	5687
1776	8254	5680
1777	8256	5674
1778	8259	5669
1779	8261	5662
1780	8264	5656
1781	8267	5650
1782	8272	5646
1783	8276	5641
1784	8291	5643
1785	8294	5638
1786	8298	5632
1787	8300	5626
1788	8305	5622
1789	8320	5624
1790	8323	5618
1791	8325	5612
1792	8328	5606
1793	8331	5600
1794	8332	5593
1795	8352	5599
1796	8355	5593
1797	8357	5586
1798	8362	5582
1799	8365	5577
1800	8371	5573
1801	8375	5568
1802	8382	5564
1803	8385	5559
1804	8391	5555
1805	8395	5550
1806	8398	5544
1807	8401	5538
1808	8423	5545
1809	8425	5539
1810	8428	5533
1811	8430	5527
1812	8433	5521
1813	8439	5517
1814	8453	5519
1815	8455	5513
1816	8459	5507
1817	8461	5501
1818	8466	5496
1819	8469	5491
1820	8472	5485
1821	8475	5480
1822	8479	5474
1823	8482	5468
1824	8497	5470
1825	8499	5464
1826	8502	5458
1827	8505	5453
1828	8509	5448
1829	8512	5442
1830	8515	5436
1831	8521	5432
1832	8524	5427
1833	8527	5421
1834	8530	5415
1835	8533	5410
1836	8537	5405
1837	8543	5401
1838	8546	5395
1839	8549	5390
1840	8554	5385
1841	8557	5379
1842	8562	5375
1843	8566	5370
1844	8571	5365
1845	8573	5359
1846	8576	5353
1847	8578	5347
1848	8580	5341
1849	8585	5337
1850	8590	5332
1851	8592	5326
1852	8594	5320
1853	8598	5314
1854	8602	5310
1855	8612	5308
1856	8614	5302
1857	8617	5296
1858	8619	5290
1859	8623	5285
1860	8643	5290
1861	8645	5283
1862	8648	5277
1863	8651	5272
1864	8654	5266
1865	8656	5260
1866	8658	5254
1867	8661	5248
1868	8663	5242
1869	8665	5236
1870	8670	5231
1871	8673	5226
1872	8675	5220
1873	8678	5214
1874	8683	5210
1875	8686	5204
1876	8690	5199
1877	8698	5197
1878	8702	5191
1879	8705	5186
1880	8712	5183
1881	8717	5178
1882	8720	5172
1883	8723	5167
1884	8726	5161
1885	8730	5156
1886	8742	5156
1887	8744	5150
1888	8748	5145
1889	8751	5139
1890	8754	5134
1891	8758	5129
1892	8761	5123
1893	8765	5118
1894	8769	5113
1895	8772	5108
1896	8775	5102
1897	8777	5096
1898	8779	5090
1899	8784	5085
1900	8789	5081
1901	8791	5075
1902	8799	5072
1903	8803	5067
1904	8807	5062
1905	8811	5057
1906	8813	5051
1907	8817	5046
1908	8819	5040
1909	8822	5035
1910	8828	5031
1911	8843	5032
1912	8846	5026
1913	8849	5020
1914	8851	5015
1915	8854	5009
1916	8858	5004
1917	8862	4999
1918	8870	4996
1919	8874	4992
1920	8877	4986
1921	8879	4980
1922	8881	4974
1923	8883	4968
1924	8886	4962
1925	8888	4956
1926	8892	4951
1927	8895	4945
1928	8898	4940
1929	8902	4935
1930	8905	4930
1931	8909	4925
1932	8912	4919
1933	8915	4914
1934	8918	4908
1935	8921	4902
1936	8924	4897
1937	8926	4891
1938	8930	4886
1939	8935	4882
1940	8938	4876
1941	8940	4871
1942	8943	4865
1943	8945	4859
1944	8947	4853
1945	8949	4847
1946	8953	4842
1947	8956	4836
1948	8959	4831
1949	8972	4831
1950	8975	4825
1951	8978	4820
1952	8981	4815
1953	8985	4809
1954	8987	4804
1955	8989	4798
1956	8993	4793
1957	9000	4789
1958	9003	4784
1959	9005	4778
1960	9007	4772
1961	9010	4766
1962	9012	4761
1963	9014	4755
1964	9033	4757
1965	9035	4752
1966	9038	4746
1967	9040	4740
1968	9045	4736
1969	9048	4730
1970	9051	4725
1971	9054	4720
1972	9057	4714
1973	9065	4712
1974	9091	4718
1975	9096	4714
1976	9100	4709
1977	9103	4703
1978	9106	4698
1979	9107	4691
1980	9111	4686
1981	9113	4680
1982	9116	4675
1983	9119	4669
1984	9122	4664
1985	9125	4659
1986	9127	4653
1987	9134	4649
1988	9137	4644
1989	9139	4638
1990	9141	4632
1991	9143	4626
1992	9148	4622
1993	9151	4617
1994	9155	4611
1995	9159	4607
1996	9175	4608
1997	9179	4603
1998	9182	4598
1999	9186	4593
2000	9190	4588
2001	9192	4582
2002	9195	4576
2003	9198	4571
2004	9203	4567
2005	9248	4582
2006	9250	4576
2007	9279	4584
2008	9282	4578
2009	9284	4573
2010	9286	4567
2011	9289	4561
2012	9291	4555
2013	9295	4550
2014	9298	4545
2015	9302	4540
2016	9307	4535
2017	9310	4530
2018	9313	4525
2019	9316	4520
2020	9318	4514
2021	9321	4508
2022	9325	4503
2023	9331	4499
2024	9344	4499
2025	9347	4493
2026	9349	4487
2027	9353	4482
2028	9358	4478
2029	9361	4473
2030	9366	4468
2031	9370	4463
2032	9376	4459
2033	9378	4454
2034	9381	4448
2035	9383	4443
2036	9385	4437
2037	9388	4431
2038	9390	4425
2039	9393	4420
2040	9396	4415
2041	9399	4409
2042	9404	4405
2043	9410	4401
2044	9413	4396
2045	9416	4390
2046	9419	4385
2047	9425	4381
2048	9428	4376
2049	9431	4370
2050	9433	4365
2051	9439	4360
2052	9445	4356
2053	9448	4351
2054	9451	4346
2055	9454	4341
2056	9457	4335
2057	9459	4329
2058	9461	4324
2059	9464	4318
2060	9468	4314
2061	9473	4309
2062	9479	4305
2063	9483	4300
2064	9486	4295
2065	9490	4290
2066	9492	4284
2067	9497	4280
2068	9500	4275
2069	9503	4269
2070	9508	4265
2071	9512	4260
2072	9515	4255
2073	9518	4249
2074	9520	4244
2075	9540	4246
2076	9544	4241
2077	9548	4236
2078	9551	4231
2079	9553	4225
2080	9556	4220
2081	9558	4214
2082	9561	4209
2083	9563	4203
2084	9566	4198
2085	9587	4200
2086	9589	4195
2087	9592	4190
2088	9595	4184
2089	9599	4179
2090	9603	4174
2091	9610	4171
2092	9613	4165
2093	9616	4160
2094	9619	4155
2095	9629	4153
2096	9634	4148
2097	9638	4143
2098	9641	4138
2099	9643	4133
2100	9649	4128
2101	9652	4123
2102	9655	4118
2103	9658	4113
2104	9661	4107
2105	9663	4102
2106	9669	4098
2107	9675	4094
2108	9678	4088
2109	9681	4083
2110	9684	4078
2111	9687	4073
2112	9691	4068
2113	9695	4063
2114	9698	4058
2115	9702	4053
2116	9705	4048
2117	9707	4042
2118	9710	4037
2119	9712	4031
2120	9716	4026
2121	9720	4021
2122	9722	4016
2123	9725	4011
2124	9728	4005
2125	9732	4000
2126	9736	3996
2127	9748	3994
2128	9753	3990
2129	9756	3984
2130	9759	3979
2131	9761	3974
2132	9765	3969
2133	9768	3964
2134	9772	3959
2135	9775	3954
2136	9778	3948
2137	9781	3943
2138	9785	3938
2139	9790	3934
2140	9794	3929
2141	9799	3925
2142	9805	3921
2143	9810	3917
2144	9813	3911
2145	9817	3906
2146	9821	3902
2147	9825	3897
2148	9829	3892
2149	9838	3889
2150	9841	3884
2151	9861	3885
2152	9865	3881
2153	9877	3879
2154	9880	3874
2155	9883	3868
2156	9887	3864
2157	9889	3858
2158	9892	3853
2159	9895	3848
2160	9919	3851
2161	9922	3846
2162	9924	3840
2163	9929	3835
2164	9933	3831
2165	9949	3830
2166	9951	3825
2167	9953	3819
2168	9957	3814
2169	9959	3809
2170	9962	3804
2171	9966	3799
2172	9970	3794
2173	9974	3789
2174	9976	3784
2175	9979	3778
2176	9981	3773
2177	9985	3768
2178	9987	3762
2179	9989	3757
2180	10006	3757
2181	10008	3752
2182	10011	3746
2183	10014	3741
2184	10017	3736
2185	10020	3731
2186	10024	3726
2187	10031	3722
2188	10034	3717
2189	10037	3712
2190	10039	3706
2191	10041	3701
2192	10043	3696
2193	10046	3690
2194	10049	3685
2195	10052	3680
2196	10055	3675
2197	10058	3670
2198	10062	3665
2199	10066	3660
2200	10068	3655
2201	10084	3654
2202	10088	3649
2203	10092	3645
2204	10095	3639
2205	10098	3634
2206	10100	3629
2207	10104	3624
2208	10106	3618
2209	10108	3613
2210	10113	3608
2211	10116	3603
2212	10118	3598
2213	10123	3593
2214	10127	3589
2215	10131	3584
2216	10133	3579
2217	10136	3573
2218	10141	3569
2219	10144	3564
2220	10148	3559
2221	10151	3554
2222	10155	3549
2223	10159	3544
2224	10162	3539
2225	10165	3534
2226	10169	3529
2227	10172	3524
2228	10175	3519
2229	10178	3514
2230	10181	3509
2231	10197	3508
2232	10201	3504
2233	10203	3498
2234	10206	3493
2235	10208	3488
2236	10214	3483
2237	10219	3479
2238	10222	3474
2239	10225	3469
2240	10228	3464
2241	10231	3459
2242	10234	3454
2243	10237	3448
2244	10239	3443
2245	10242	3438
2246	10246	3433
2247	10252	3429
2248	10257	3425
2249	10261	3420
2250	10265	3415
2251	10270	3411
2252	10275	3406
2253	10278	3401
2254	10286	3398
2255	10290	3393
2256	10293	3388
2257	10299	3384
2258	10331	3388
2259	10334	3383
2260	10338	3379
2261	10340	3373
2262	10343	3368
2263	10348	3364
2264	10351	3358
2265	10353	3353
2266	10355	3348
2267	10357	3343
2268	10361	3338
2269	10365	3333
2270	10368	3328
2271	10370	3322
2272	10374	3318
2273	10383	3315
2274	10387	3310
2275	10389	3305
2276	10392	3299
2277	10395	3294
2278	10397	3289
2279	10400	3284
2280	10403	3279
2281	10406	3274
2282	10410	3269
2283	10413	3264
2284	10417	3259
2285	10422	3255
2286	10424	3249
2287	10426	3244
2288	10429	3239
2289	10434	3235
2290	10438	3230
2291	10441	3225
2292	10463	3226
2293	10465	3220
2294	10468	3215
2295	10471	3210
2296	10475	3205
2297	10482	3202
2298	10484	3196
2299	10487	3191
2300	10506	3191
2301	10510	3186
2302	10514	3182
2303	10516	3176
2304	10519	3171
2305	10522	3166
2306	10524	3161
2307	10527	3156
2308	10529	3151
2309	10532	3146
2310	10535	3141
2311	10540	3136
2312	10543	3131
2313	10545	3126
2314	10562	3125
2315	10564	3120
2316	10567	3115
2317	10572	3110
2318	10575	3105
2319	10577	3100
2320	10593	3099
2321	10596	3094
2322	10598	3088
2323	10602	3084
2324	10608	3079
2325	10612	3075
2326	10615	3070
2327	10619	3065
2328	10622	3060
2329	10625	3055
2330	10628	3050
2331	10630	3045
2332	10634	3040
2333	10637	3035
2334	10641	3030
2335	10645	3025
2336	10647	3020
2337	10654	3016
2338	10658	3012
2339	10661	3007
2340	10665	3002
2341	10669	2997
2342	10672	2992
2343	10676	2987
2344	10679	2982
2345	10683	2978
2346	10685	2973
2347	10687	2967
2348	10690	2962
2349	10694	2958
2350	10698	2953
2351	10701	2948
2352	10705	2943
2353	10707	2938
2354	10709	2933
2355	10711	2927
2356	10713	2922
2357	10716	2917
2358	10718	2912
2359	10720	2907
2360	10723	2902
2361	10753	2904
2362	10757	2899
2363	10761	2895
2364	10766	2890
2365	10769	2885
2366	10772	2880
2367	10776	2876
2368	10779	2871
2369	10782	2866
2370	10784	2861
2371	10787	2855
2372	10792	2851
2373	10797	2847
2374	10800	2842
2375	10803	2837
2376	10806	2832
2377	10808	2827
2378	10811	2822
2379	10814	2817
2380	10817	2812
2381	10821	2807
2382	10828	2803
2383	10832	2799
2384	10835	2794
2385	10837	2788
2386	10840	2784
2387	10844	2779
2388	10846	2774
2389	10850	2769
2390	10853	2764
2391	10856	2759
2392	10861	2755
2393	10865	2750
2394	10868	2745
2395	10871	2740
2396	10873	2735
2397	10876	2730
2398	10878	2725
2399	10881	2720
2400	10884	2715
2401	10888	2710
2402	10892	2706
2403	10899	2702
2404	10901	2697
2405	10903	2691
2406	10907	2687
2407	10909	2682
2408	10912	2677
2409	10915	2672
2410	10930	2670
2411	10958	2671
2412	10961	2666
2413	10964	2661
2414	10969	2657
2415	10971	2652
2416	10973	2646
2417	10976	2641
2418	10979	2637
2419	10981	2631
2420	10985	2627
2421	10989	2622
2422	10995	2618
2423	10998	2613
2424	11015	2611
2425	11018	2606
2426	11022	2602
2427	11025	2597
2428	11030	2593
2429	11032	2587
2430	11034	2582
2431	11037	2577
2432	11039	2572
2433	11041	2567
2434	11045	2562
2435	11048	2557
2436	11051	2553
2437	11054	2548
2438	11058	2543
2439	11061	2538
2440	11063	2533
2441	11065	2528
2442	11067	2523
2443	11070	2518
2444	11074	2513
2445	11076	2508
2446	11078	2503
2447	11080	2498
2448	11083	2493
2449	11086	2488
2450	11093	2484
2451	11096	2479
2452	11099	2475
2453	11102	2470
2454	11104	2465
2455	11107	2460
2456	11110	2455
2457	11113	2450
2458	11121	2446
2459	11132	2443
2460	11135	2438
2461	11139	2434
2462	11142	2429
2463	11145	2424
2464	11147	2419
2465	11150	2414
2466	11154	2409
2467	11162	2406
2468	11165	2401
2469	11168	2396
2470	11170	2391
2471	11173	2386
2472	11190	2384
2473	11194	2380
2474	11205	2377
2475	11219	2374
2476	11224	2370
2477	11242	2368
2478	11247	2363
2479	11255	2359
2480	11260	2355
2481	11267	2351
2482	11271	2346
2483	11275	2342
2484	11278	2337
2485	11285	2333
2486	11289	2328
2487	11300	2325
2488	11305	2321
2489	11309	2316
2490	11314	2312
2491	11324	2308
2492	11333	2304
2493	11342	2301
2494	11346	2296
2495	11349	2291
2496	11353	2287
2497	11357	2282
2498	11363	2278
2499	11369	2273
2500	11372	2269
2501	11376	2264
2502	11379	2259
2503	11386	2255
2504	11388	2250
2505	11392	2245
2506	11397	2241
2507	11400	2236
2508	11405	2231
2509	11407	2226
2510	11411	2222
2511	11414	2217
2512	11417	2212
2513	11419	2207
2514	11426	2203
2515	11431	2199
2516	11456	2198
2517	11461	2193
2518	11464	2189
2519	11467	2184
2520	11470	2179
2521	11472	2174
2522	11476	2169
2523	11478	2164
2524	11480	2159
2525	11484	2155
2526	11487	2150
2527	11491	2145
2528	11501	2141
2529	11505	2137
2530	11507	2132
2531	11510	2127
2532	11512	2122
2533	11515	2117
2534	11519	2112
2535	11522	2108
2536	11527	2103
2537	11532	2099
2538	11535	2094
2539	11539	2089
2540	11543	2085
2541	11589	2088
2542	11594	2083
2543	11596	2078
2544	11601	2074
2545	11606	2069
2546	11608	2064
2547	11611	2059
2548	11614	2054
2549	11617	2050
2550	11619	2045
2551	11622	2040
2552	11626	2035
2553	11630	2031
2554	11635	2026
2555	11638	2021
2556	11641	2016
2557	11643	2011
2558	11646	2007
2559	11650	2002
2560	11653	1997
2561	11666	1994
2562	11669	1989
2563	11672	1984
2564	11674	1979
2565	11676	1974
2566	11679	1970
2567	11683	1965
2568	11686	1960
2569	11689	1955
2570	11693	1951
2571	11699	1946
2572	11707	1942
2573	11711	1938
2574	11715	1933
2575	11718	1928
2576	11722	1924
2577	11726	1919
2578	11731	1915
2579	11736	1910
2580	11739	1905
2581	11750	1902
2582	11752	1897
2583	11755	1892
2584	11758	1887
2585	11760	1882
2586	11765	1878
2587	11768	1873
2588	11770	1868
2589	11772	1863
2590	11775	1858
2591	11777	1853
2592	11779	1848
2593	11781	1844
2594	11786	1839
2595	11789	1834
2596	11810	1832
2597	11813	1827
2598	11816	1823
2599	11820	1818
2600	11825	1814
2601	11834	1810
2602	11836	1805
2603	11855	1802
2604	11862	1798
2605	11865	1793
2606	11868	1789
2607	11871	1784
2608	11873	1779
2609	11876	1774
2610	11880	1769
2611	11885	1765
2612	11890	1761
2613	11899	1757
2614	11903	1752
2615	11908	1748
2616	11910	1743
2617	11914	1738
2618	11918	1733
2619	11922	1729
2620	11927	1724
2621	11932	1720
2622	11935	1715
2623	11938	1710
2624	11943	1706
2625	11950	1702
2626	11955	1697
2627	11960	1693
2628	11974	1689
2629	11986	1686
2630	11990	1681
2631	11996	1677
2632	12001	1672
2633	12005	1668
2634	12008	1663
2635	12011	1658
2636	12013	1653
2637	12017	1649
2638	12020	1644
2639	12023	1639
2640	12026	1634
2641	12030	1630
2642	12032	1625
2643	12034	1620
2644	12036	1615
2645	12038	1610
2646	12040	1605
2647	12042	1600
2648	12045	1596
2649	12048	1591
2650	12051	1586
2651	12054	1581
2652	12059	1577
2653	12062	1572
2654	12064	1567
2655	12066	1562
2656	12069	1558
2657	12072	1553
2658	12075	1548
2659	12077	1543
2660	12080	1538
2661	12082	1534
2662	12084	1529
2663	12120	1528
2664	12132	1525
2665	12135	1520
2666	12137	1515
2667	12139	1510
2668	12141	1505
2669	12146	1501
2670	12150	1496
2671	12164	1493
2672	12166	1488
2673	12170	1483
2674	12172	1478
2675	12178	1474
2676	12181	1469
2677	12187	1465
2678	12195	1461
2679	12198	1456
2680	12201	1451
2681	12205	1447
2682	12208	1442
2683	12213	1438
2684	12216	1433
2685	12227	1429
2686	12230	1424
2687	12234	1420
2688	12237	1415
2689	12240	1410
2690	12251	1406
2691	12257	1402
2692	12262	1397
2693	12266	1393
2694	12268	1388
2695	12270	1383
2696	12273	1378
2697	12275	1374
2698	12278	1369
2699	12282	1364
2700	12286	1360
2701	12293	1355
2702	12297	1351
2703	12299	1346
2704	12303	1341
2705	12305	1336
2706	12309	1332
2707	12325	1329
2708	12338	1325
2709	12340	1320
2710	12344	1315
2711	12346	1311
2712	12350	1306
2713	12367	1303
2714	12370	1298
2715	12374	1293
2716	12378	1289
2717	12382	1284
2718	12386	1280
2719	12389	1275
2720	12392	1270
2721	12397	1266
2722	12400	1261
2723	12413	1257
2724	12418	1253
2725	12421	1248
2726	12424	1243
2727	12426	1239
2728	12441	1235
2729	12444	1230
2730	12448	1226
2731	12457	1221
2732	12460	1217
2733	12463	1212
2734	12466	1207
2735	12468	1203
2736	12484	1199
2737	12488	1195
2738	12490	1190
2739	12492	1185
2740	12494	1180
2741	12497	1175
2742	12501	1171
2743	12504	1166
2744	12507	1161
2745	12513	1157
2746	12517	1152
2747	12520	1148
2748	12521	1143
2749	12524	1138
2750	12527	1133
2751	12542	1130
2752	12573	1128
2753	12577	1123
2754	12580	1118
2755	12583	1114
2756	12585	1109
2757	12587	1104
2758	12602	1100
2759	12604	1096
2760	12607	1091
2761	12611	1086
2762	12614	1082
2763	12617	1077
2764	12619	1072
2765	12622	1067
2766	12624	1063
2767	12626	1058
2768	12630	1053
2769	12633	1048
2770	12636	1044
2771	12639	1039
2772	12647	1035
2773	12652	1030
2774	12657	1026
2775	12661	1021
2776	12664	1017
2777	12668	1012
2778	12685	1008
2779	12687	1004
2780	12689	999
2781	12691	994
2782	12694	989
2783	12696	985
2784	12714	981
2785	12716	976
2786	12719	972
2787	12728	967
2788	12730	963
2789	12733	958
2790	12743	954
2791	12746	949
2792	12748	944
2793	12751	940
2794	12753	935
2795	12755	930
2796	12758	925
2797	12760	921
2798	12762	916
2799	12765	911
2800	12773	907
2801	12776	902
2802	12787	898
2803	12790	894
2804	12793	889
2805	12795	884
2806	12798	880
2807	12806	875
2808	12809	870
2809	12811	866
2810	12813	861
2811	12818	856
2812	12822	852
2813	12824	847
2814	12828	843
2815	12832	838
2816	12835	833
2817	12839	829
2818	12841	824
2819	12843	819
2820	12845	815
2821	12847	810
2822	12850	805
2823	12852	800
2824	12854	796
2825	12856	791
2826	12859	786
2827	12864	782
2828	12867	777
2829	12869	773
2830	12872	768
2831	12874	763
2832	12877	759
2833	12879	754
2834	12883	749
2835	12886	745
2836	12904	741
2837	12908	736
2838	12910	732
2839	12913	727
2840	12915	722
2841	12919	718
2842	12922	713
2843	12924	708
2844	12927	704
2845	12932	699
2846	12936	695
2847	12938	690
2848	12941	685
2849	12943	681
2850	12946	676
2851	12949	671
2852	12951	667
2853	12953	662
2854	12961	658
2855	12978	654
2856	12980	649
2857	12983	645
2858	12985	640
2859	12988	635
2860	12993	631
2861	12998	626
2862	13000	622
2863	13002	617
2864	13004	612
2865	13007	608
2866	13009	603
2867	13013	598
2868	13015	594
2869	13017	589
2870	13020	585
2871	13036	581
2872	13039	576
2873	13042	571
2874	13045	567
2875	13064	563
2876	13066	558
2877	13068	553
2878	13071	549
2879	13073	544
2880	13075	540
2881	13077	535
2882	13081	530
2883	13084	526
2884	13087	521
2885	13091	517
2886	13097	512
2887	13100	508
2888	13104	503
2889	13110	499
2890	13113	494
2891	13117	489
2892	13120	485
2893	13124	480
2894	13135	476
2895	13139	471
2896	13142	467
2897	13144	462
2898	13148	458
2899	13152	453
2900	13156	448
2901	13160	444
2902	13163	439
2903	13166	435
2904	13169	430
2905	13171	426
2906	13173	421
2907	13176	416
2908	13181	412
2909	13185	407
2910	13189	403
2911	13192	398
2912	13196	394
2913	13198	389
2914	13201	384
2915	13204	380
2916	13207	375
2917	13211	371
2918	13215	366
2919	13217	362
2920	13224	357
2921	13227	353
2922	13229	348
2923	13232	343
2924	13234	339
2925	13253	335
2926	13257	330
2927	13261	326
2928	13263	321
2929	13266	316
2930	13269	312
2931	13271	307
2932	13273	303
2933	13282	298
2934	13287	294
2935	13312	290
2936	13317	285
2937	13321	281
2938	13324	276
2939	13327	271
2940	13330	267
2941	13333	262
2942	13336	258
2943	13338	253
2944	13339	249
2945	13342	244
2946	13344	239
2947	13347	235
2948	13350	230
2949	13356	226
2950	13359	221
2951	13363	217
2952	13365	212
2953	13367	208
2954	13370	203
2955	13372	199
2956	13375	194
2957	13378	189
2958	13383	185
2959	13388	180
2960	13391	176
2961	13399	171
2962	13401	167
2963	13403	162
2964	13405	158
2965	13407	153
2966	13410	149
2967	13413	144
2968	13429	140
2969	13431	135
2970	13434	131
2971	13436	126
2972	13438	122
2973	13439	117
2974	13442	112
2975	13444	108
2976	13458	103
2977	13461	99
2978	13465	94
2979	13468	90
2980	13471	85
2981	13474	81
2982	13475	76
2983	13479	72
2984	13483	67
2985	13500	63
2986	13518	58
2987	13521	54
2988	13525	49
2989	13528	45
2990	13530	40
2991	13534	36
2992	13536	31
2993	13540	27
2994	13545	22
2995	13550	18
2996	13552	13
2997	13555	9
2998	13559	4
2999	13562	0
