iter	RMSE
124	8.207459598
125	8.161996651
126	8.115945761
127	8.05573119
128	8.0002983
129	7.920049248
130	7.873344461
131	7.81108872
132	7.747646085
133	7.687244269
134	7.632559252
135	7.574767439
136	7.52184735
137	7.477090532
138	7.421073887
139	7.370479424
140	7.30834474
141	7.262681977
142	7.20117911
143	7.146982057
144	7.086373553
145	7.034001134
146	6.966158325
147	6.913486554
148	6.87122629
149	6.828002348
150	6.777983867
151	6.730896716
152	6.688676179
153	6.639547994
154	6.595063142
155	6.554256683
156	6.517750766
157	6.466059643
158	6.419186859
159	6.375834205
160	6.332635831
161	6.293231223
162	6.247722603
163	6.207818774
164	6.162393375
165	6.131492046
166	6.089722766
167	6.042915271
168	6.006509418
169	5.961848487
170	5.917349864
171	5.877430976
172	5.835806682
173	5.788605905
174	5.750278814
175	5.716797838
176	5.670567271
177	5.636022439
178	5.589383298
179	5.56295034
180	5.531723536
181	5.491799644
182	5.448987353
183	5.40826983
184	5.367898692
185	5.332751299
186	5.288971771
187	5.257547026
188	5.229187276
189	5.188912302
190	5.154641726
191	5.11463959
192	5.089537011
193	5.068813574
194	5.036309649
195	5.006203392
196	4.976799864
197	4.953667847
198	4.92357594
199	4.892034126
200	4.864891177
201	4.835628611
202	4.812194464
203	4.780248479
204	4.750723515
205	4.715596568
206	4.695047551
207	4.665120731
208	4.640687084
209	4.615715373
210	4.592600934
211	4.561820927
212	4.541195367
213	4.514924596
214	4.487949528
215	4.459459135
216	4.437629502
217	4.41103956
218	4.387450279
219	4.369587197
220	4.343675091
221	4.324275966
222	4.298507028
223	4.27827386
224	4.250216387
225	4.229472937
226	4.20088236
227	4.177689606
228	4.155939562
229	4.135241573
230	4.113482662
231	4.08561937
232	4.064153703
233	4.041552799
234	4.026554172
235	4.003635843
236	3.981476863
237	3.961820682
238	3.938471443
239	3.915743187
240	3.89975127
241	3.891342565
242	3.872609991
243	3.851218235
244	3.832472553
245	3.81467908
246	3.795870699
247	3.776494035
248	3.758113019
249	3.742446472
250	3.718558731
251	3.699905194
252	3.680274127
253	3.658853766
254	3.648462574
255	3.626930487
256	3.610735692
257	3.589239696
258	3.571348926
259	3.557438066
260	3.542472867
261	3.528165589
262	3.512272152
263	3.497244877
264	3.48367363
265	3.468352953
266	3.450152183
267	3.43504564
268	3.417361725
269	3.405330932
270	3.38751228
271	3.373011259
272	3.356384269
273	3.3465343
274	3.329235316
275	3.315330262
276	3.297842663
277	3.286241178
278	3.272362449
279	3.261505919
280	3.246882968
281	3.231175022
282	3.216911806
283	3.209449425
284	3.199064587
285	3.190497356
286	3.177089838
287	3.168997056
288	3.159617631
289	3.148587884
290	3.134803759
291	3.123172454
292	3.116190836
293	3.10140877
294	3.088510672
295	3.073532024
296	3.06240197
297	3.050399837
298	3.03646414
299	3.028870402
300	3.016744062
301	3.004134896
302	2.995391266
303	2.981995448
304	2.969704427
305	2.959462623
306	2.944823675
307	2.934757137
308	2.924542331
309	2.917927329
310	2.910197704
311	2.898120454
312	2.888184286
313	2.882491531
314	2.873484973
315	2.865363218
316	2.851101963
317	2.844020859
318	2.830695848
319	2.818917771
320	2.80598341
321	2.795091643
322	2.78332343
323	2.77612941
324	2.764927214
325	2.75690113
326	2.747148058
327	2.737483573
328	2.725974326
329	2.717697137
330	2.707584084
331	2.700936344
332	2.693327378
333	2.686346358
334	2.681796819
335	2.672053928
336	2.664933207
337	2.652799098
338	2.646809569
339	2.636298037
340	2.625309569
341	2.616022236
342	2.606560989
343	2.597445857
344	2.589471553
345	2.581210723
346	2.569492199
347	2.561814959
348	2.555512914
349	2.54832635
350	2.54116953
351	2.534299378
352	2.52669273
353	2.518497913
354	2.511042167
355	2.500526723
356	2.492584748
357	2.484355093
358	2.476024863
359	2.469753644
360	2.460998332
361	2.453625569
362	2.445146975
363	2.430576658
364	2.423457354
365	2.41841707
366	2.412782026
367	2.40823016
368	2.404446714
369	2.397206787
370	2.384436061
371	2.373385177
372	2.364766261
373	2.357599017
374	2.345433327
375	2.341280429
376	2.334399099
377	2.329124993
378	2.324134132
379	2.316501578
380	2.307506067
381	2.298012731
382	2.289141965
383	2.283891506
384	2.272069834
385	2.265625702
386	2.254598302
387	2.25000195
388	2.242567097
389	2.235077571
390	2.224865192
391	2.219636647
392	2.216395653
393	2.211452106
394	2.20217589
395	2.194617808
396	2.189473932
397	2.184829024
398	2.173991086
399	2.166091096
400	2.157670827
401	2.14826776
402	2.138463967
403	2.131195074
404	2.124219243
405	2.120736601
406	2.115014652
407	2.107697353
408	2.100080836
409	2.09333972
410	2.08680895
411	2.081669436
412	2.072544725
413	2.067023561
414	2.060539425
415	2.051610594
416	2.042827781
417	2.038625754
418	2.03303571
419	2.025994913
420	2.022524134
421	2.014431522
422	2.006886557
423	2.000938966
424	1.992201495
425	1.983256682
426	1.975665517
427	1.972417158
428	1.96811156
429	1.959789974
430	1.953103824
431	1.945893346
432	1.937538328
433	1.930564054
434	1.920325961
435	1.916021617
436	1.907266092
437	1.900347449
438	1.892631183
439	1.889586919
440	1.884594521
441	1.881724947
442	1.873977692
443	1.870512451
444	1.862577668
445	1.857293562
446	1.849042926
447	1.84255136
448	1.8367989
449	1.830234349
450	1.825308543
451	1.821946
452	1.816467918
453	1.812128506
454	1.805443618
455	1.80018448
456	1.794590167
457	1.788123543
458	1.78465386
459	1.7796885
460	1.775360206
461	1.772391707
462	1.768197418
463	1.765953744
464	1.761760503
465	1.755882728
466	1.751359008
467	1.745604581
468	1.738731568
469	1.732508713
470	1.724757691
471	1.719016051
472	1.711920923
473	1.708769555
474	1.705025137
475	1.701838118
476	1.694534526
477	1.689138596
478	1.682843223
479	1.677817962
480	1.672422712
481	1.665698633
482	1.661222702
483	1.657272402
484	1.651111409
485	1.644298947
486	1.641700473
487	1.636823926
488	1.632972963
489	1.626501896
490	1.619620962
491	1.614160567
492	1.607309537
493	1.600727023
494	1.593703521
495	1.587409843
496	1.583737549
497	1.579255239
498	1.576476047
499	1.572528298
500	1.567266191
501	1.560538352
502	1.555744369
503	1.550713135
504	1.544671272
505	1.53784206
506	1.535204258
507	1.529656797
508	1.526518637
509	1.521285525
510	1.517738148
511	1.514226886
512	1.508402371
513	1.50370247
514	1.498443652
515	1.492762578
516	1.487559901
517	1.483342763
518	1.4775119
519	1.474430576
520	1.469704462
521	1.465865227
522	1.460012033
523	1.45697956
524	1.451229058
525	1.444532552
526	1.442513255
527	1.440566196
528	1.437846005
529	1.432659431
530	1.427996421
531	1.423081642
532	1.417646361
533	1.415056789
534	1.413270049
535	1.408253756
536	1.403989401
537	1.400226559
538	1.395573929
539	1.39003689
540	1.385228886
541	1.382943156
542	1.37924473
543	1.375905882
544	1.370568178
545	1.369032159
546	1.363678706
547	1.358198713
548	1.352954654
549	1.350747588
550	1.344961412
551	1.341721994
552	1.339603634
553	1.334000165
554	1.330238061
555	1.326012642
556	1.320063777
557	1.317185444
558	1.312817828
559	1.308060678
560	1.302723791
561	1.298580207
562	1.294202426
563	1.289832534
564	1.284590711
565	1.281438461
566	1.279946742
567	1.275936216
568	1.272370585
569	1.267369879
570	1.264789328
571	1.261365724
572	1.259833455
573	1.255410452
574	1.251936
575	1.247953344
576	1.243630785
577	1.239847218
578	1.235407461
579	1.231689128
580	1.228057454
581	1.22384204
582	1.221694933
583	1.215893729
584	1.211132776
585	1.207529028
586	1.203494849
587	1.198508676
588	1.194042938
589	1.190930466
590	1.186638707
591	1.185008965
592	1.18106531
593	1.179869897
594	1.178643563
595	1.17475474
596	1.171243728
597	1.167543286
598	1.163266481
599	1.160402611
600	1.154560781
601	1.150110956
602	1.148284649
603	1.144629339
604	1.139933138
605	1.136675656
606	1.134099419
607	1.131710324
608	1.128104115
609	1.124755332
610	1.122055997
611	1.116914678
612	1.113446778
613	1.110196137
614	1.108001004
615	1.104145643
616	1.102604633
617	1.097772907
618	1.093346297
619	1.090022392
620	1.086012994
621	1.082337659
622	1.078722686
623	1.076733809
624	1.07258083
625	1.06873711
626	1.065725328
627	1.061079043
628	1.057402848
629	1.053630289
630	1.049266196
631	1.04519681
632	1.044108016
633	1.040388907
634	1.037394119
635	1.036294772
636	1.033053096
637	1.029980846
638	1.028147631
639	1.024453737
640	1.021861826
641	1.018382427
642	1.015897399
643	1.012051909
644	1.009260574
645	1.005543911
646	1.002518087
647	1.00033034
648	0.9964019436
649	0.9931938183
650	0.9901004413
651	0.9857967898
652	0.9836457667
653	0.9820914027
654	0.9798979261
655	0.9778484791
656	0.9737883089
657	0.9716102785
658	0.9686739878
659	0.9655102697
660	0.9620117589
661	0.9582167519
662	0.9564008219
663	0.9527054896
664	0.9492278288
665	0.9464396251
666	0.9430151922
667	0.9417715455
668	0.938278239
669	0.9341330438
670	0.9314859523
671	0.9300606483
672	0.9276054495
673	0.9250171735
674	0.9212851938
675	0.9179097989
676	0.9166430383
677	0.913508961
678	0.9124893004
679	0.9107517984
680	0.9081259514
681	0.9047615296
682	0.9019141801
683	0.8992416415
684	0.895840193
685	0.8923276321
686	0.8898499976
687	0.8868936771
688	0.8848624973
689	0.8834677963
690	0.881184015
691	0.8775222926
692	0.8748045011
693	0.8723594413
694	0.8714127554
695	0.8680791125
696	0.8652949031
697	0.8630799205
698	0.8613460239
699	0.8588515532
700	0.856037992
701	0.8529830081
702	0.8508866302
703	0.847326424
704	0.8446885517
705	0.8419932362
706	0.8393529431
707	0.8383782132
708	0.8358849478
709	0.8335776554
710	0.8304933833
711	0.8283743133
712	0.8250181648
713	0.822593429
714	0.8190775827
715	0.8157267106
716	0.8126675359
717	0.8112206445
718	0.8098438095
719	0.8074015204
720	0.8064054075
721	0.8047341771
722	0.8015698167
723	0.8000049782
724	0.7977663506
725	0.7942617409
726	0.7904740059
727	0.7881569022
728	0.7855994299
729	0.7832813727
730	0.7822353602
731	0.7792485448
732	0.7777795138
733	0.7750550762
734	0.7740188142
735	0.7719608407
736	0.7682420723
737	0.7663545465
738	0.7635851698
739	0.7606776597
740	0.7592638541
741	0.7583598566
742	0.7561485427
743	0.754064585
744	0.7518222628
745	0.7496656582
746	0.7487942303
747	0.7465418293
748	0.745757634
749	0.7444213078
750	0.7434526539
751	0.7412134191
752	0.7400213046
753	0.7384455615
754	0.7367656011
755	0.7355822828
756	0.7331409826
757	0.7319247397
758	0.7309258413
759	0.7294960726
760	0.7273472407
761	0.7262850835
762	0.7242892367
763	0.7224540977
764	0.7217119132
765	0.7185392543
766	0.717029851
767	0.7153664257
768	0.7133792841
769	0.710505681
770	0.708646189
771	0.7064692616
772	0.7048000176
773	0.701897788
774	0.6987588017
775	0.6978545203
776	0.6949107215
777	0.6926607371
778	0.6913567719
779	0.6904536974
780	0.6888885846
781	0.6865770227
782	0.684643632
783	0.6832040104
784	0.681543693
785	0.6793985402
786	0.6780238729
787	0.6755293819
788	0.6730849014
789	0.6715590719
790	0.6699459526
791	0.6685931787
792	0.6675847595
793	0.6667770385
794	0.664289006
795	0.6629654167
796	0.6609589718
797	0.6589864024
798	0.6578342436
799	0.6559495047
800	0.6534656987
801	0.6513878135
802	0.649311624
803	0.6480306948
804	0.6457228399
805	0.6442480054
806	0.6418797609
807	0.639716386
808	0.6386176977
809	0.6369694686
810	0.6358973623
811	0.6341091846
812	0.6317848076
813	0.6301382481
814	0.6292650261
815	0.6285721194
816	0.6265005485
817	0.625707963
818	0.6249006602
819	0.6227757695
820	0.6210393485
821	0.6185250226
822	0.6166566809
823	0.6159313681
824	0.6139502786
825	0.611606004
826	0.6093204162
827	0.6078031188
828	0.6058193317
829	0.6036932779
830	0.6028911736
831	0.6009357136
832	0.5996422814
833	0.5971956958
834	0.5953839709
835	0.5945353127
836	0.5923066452
837	0.5916346043
838	0.5909417611
839	0.5903118251
840	0.5885572596
841	0.5878145118
842	0.587074444
843	0.5853555587
844	0.5831380374
845	0.5813144816
846	0.5789268161
847	0.5770622346
848	0.5752559794
849	0.5747708355
850	0.5732330996
851	0.5715530825
852	0.5699349866
853	0.5686599807
854	0.5669046708
855	0.5664541194
856	0.5646187038
857	0.5630278473
858	0.5608935915
859	0.558699491
860	0.5567955349
861	0.5560328855
862	0.5540751303
863	0.5521543138
864	0.5500705225
865	0.5489211276
866	0.5472694951
867	0.5452535004
868	0.543587941
869	0.5420465402
870	0.5405611017
871	0.5398671076
872	0.5393266748
873	0.5382851485
874	0.5372490696
875	0.5354222382
876	0.5345070495
877	0.5327970219
878	0.5310572376
879	0.5299330754
880	0.5282718819
881	0.5273282793
882	0.5257132294
883	0.5242592178
884	0.5226159494
885	0.5207089474
886	0.5196726799
887	0.517668313
888	0.5168475396
889	0.5156756148
890	0.5138465839
891	0.5122049369
892	0.5103778292
893	0.5092360074
894	0.5086795182
895	0.5077964917
896	0.5063426305
897	0.5057509962
898	0.5049687352
899	0.5044211849
900	0.5034344961
901	0.5018557975
902	0.5005179085
903	0.5000453246
904	0.4982142244
905	0.4962031844
906	0.4946970526
907	0.4936933051
908	0.4920892628
909	0.4915611261
910	0.490331425
911	0.4889856583
912	0.4873595944
913	0.4855224581
914	0.4848157881
915	0.4833458034
916	0.4818016146
917	0.4812131291
918	0.4799707417
919	0.4789337689
920	0.477577531
921	0.4766866782
922	0.4762380796
923	0.4754952639
924	0.4740395622
925	0.4732222374
926	0.4718987048
927	0.4706627475
928	0.4702124593
929	0.468896928
930	0.4684094528
931	0.4666129764
932	0.4654973659
933	0.4645396995
934	0.4636284208
935	0.4621484766
936	0.4612929081
937	0.4599416512
938	0.4583534432
939	0.457069611
940	0.4564866991
941	0.4559789186
942	0.4552334148
943	0.4539198627
944	0.4523108965
945	0.4514258645
946	0.4501137754
947	0.4486099222
948	0.4481835206
949	0.4471166028
950	0.4455622121
951	0.4450816662
952	0.4431636177
953	0.4419374444
954	0.4407566643
955	0.4402998472
956	0.4390044892
957	0.438532636
958	0.437334858
959	0.4364712155
960	0.4355471123
961	0.4342199562
962	0.4331768293
963	0.431581931
964	0.4301143937
965	0.4292052516
966	0.4286486359
967	0.4281469519
968	0.4267706801
969	0.4255791542
970	0.4248140063
971	0.4241371748
972	0.4231933245
973	0.4223143488
974	0.4211976031
975	0.4201182167
976	0.419559956
977	0.4190200502
978	0.4184900568
979	0.4179965486
980	0.4168889452
981	0.415885735
982	0.4145954725
983	0.4135174378
984	0.4130472164
985	0.4115919769
986	0.4106810986
987	0.4096502635
988	0.4079819726
989	0.4076228532
990	0.406696929
991	0.4051792822
992	0.4036464115
993	0.4023190468
994	0.4015139075
995	0.4006433854
996	0.4001965689
997	0.3986800183
998	0.3982533496
999	0.3976528444
1000	0.3972555093
1001	0.3961463951
1002	0.3946052595
1003	0.3935286392
1004	0.392236002
1005	0.3913932736
1006	0.3905333119
1007	0.3896720385
1008	0.3886418137
1009	0.3875462007
1010	0.3868182822
1011	0.3857395445
1012	0.3851149433
1013	0.3841981935
1014	0.3835878976
1015	0.3825977696
1016	0.3820814861
1017	0.3811758554
1018	0.379932876
1019	0.379586763
1020	0.3791068614
1021	0.3787625049
1022	0.3779546209
1023	0.3768606214
1024	0.3760665078
1025	0.3751834713
1026	0.3738135551
1027	0.3727060637
1028	0.3714715042
1029	0.3705442434
1030	0.3688181757
1031	0.3677328238
1032	0.36743971
1033	0.366844235
1034	0.3664450755
1035	0.3655686631
1036	0.3648191086
1037	0.3644287954
1038	0.363897111
1039	0.3627381069
1040	0.3618090589
1041	0.3608074033
1042	0.3604001314
1043	0.3593026881
1044	0.3581445719
1045	0.3577864777
1046	0.3563923476
1047	0.3552022876
1048	0.3540446325
1049	0.3536795636
1050	0.3530873311
1051	0.3522558132
1052	0.3513166991
1053	0.3508069281
1054	0.3499010621
1055	0.3489312188
1056	0.3479997729
1057	0.3477143423
1058	0.3467535361
1059	0.3457598047
1060	0.3449603083
1061	0.3446202358
1062	0.3442994278
1063	0.3430995379
1064	0.3420949974
1065	0.3409973349
1066	0.3405823409
1067	0.3400674154
1068	0.3390025865
1069	0.3379706677
1070	0.3373111287
1071	0.3367532035
1072	0.336002925
1073	0.3353018872
1074	0.3341734472
1075	0.3336283781
1076	0.3325623185
1077	0.3323082436
1078	0.3314697472
1079	0.3303796725
1080	0.3296610774
1081	0.3285500247
1082	0.3282635946
1083	0.3275460643
1084	0.3272137014
1085	0.3265229632
1086	0.3259997661
1087	0.3255939612
1088	0.325171777
1089	0.3245574678
1090	0.3240557021
1091	0.3237435105
1092	0.3232823243
1093	0.3220662913
1094	0.3210262206
1095	0.3207417152
1096	0.3199238768
1097	0.319169374
1098	0.318264549
1099	0.3175680783
1100	0.31735128
1101	0.316866811
1102	0.3160267625
1103	0.3152351879
1104	0.3147431157
1105	0.3135343761
1106	0.312765628
1107	0.3118561576
1108	0.3107723405
1109	0.3100335197
1110	0.3092582573
1111	0.3090031444
1112	0.3082137668
1113	0.3076479725
1114	0.3067677169
1115	0.3062259345
1116	0.3059149458
1117	0.3053561359
1118	0.3049421142
1119	0.3040550653
1120	0.3034304817
1121	0.3024334544
1122	0.3019879489
1123	0.3015343002
1124	0.3009676924
1125	0.3000552522
1126	0.2993498131
1127	0.298677595
1128	0.2982621952
1129	0.297410381
1130	0.2969986018
1131	0.2958518982
1132	0.2948368056
1133	0.2939562029
1134	0.2930051123
1135	0.2922761158
1136	0.2911953045
1137	0.2909255537
1138	0.2903380886
1139	0.2898848565
1140	0.2892949973
1141	0.2882936424
1142	0.2880227897
1143	0.2871386955
1144	0.2869630245
1145	0.2863018744
1146	0.2856955623
1147	0.285118141
1148	0.2847799646
1149	0.2838856044
1150	0.2832417629
1151	0.2823452576
1152	0.281740813
1153	0.2806190482
1154	0.2797829907
1155	0.279615289
1156	0.2791714193
1157	0.2789537897
1158	0.2779745457
1159	0.2773207275
1160	0.2768125425
1161	0.2758267648
1162	0.2749432406
1163	0.2739350354
1164	0.2735820013
1165	0.2734485715
1166	0.2727064804
1167	0.271985872
1168	0.2714049197
1169	0.2706564882
1170	0.2699198692
1171	0.2693348354
1172	0.2684348387
1173	0.2675002224
1174	0.2667609224
1175	0.2665509074
1176	0.2663446259
1177	0.2657134111
1178	0.2652906946
1179	0.2646606176
1180	0.2643428121
1181	0.2641255367
1182	0.2635006651
1183	0.2632967964
1184	0.2625528421
1185	0.2619441658
1186	0.2612255683
1187	0.2607240397
1188	0.2599554273
1189	0.259125292
1190	0.258884204
1191	0.2584060985
1192	0.2581016168
1193	0.2575064669
1194	0.2570090984
1195	0.2567680072
1196	0.2556866944
1197	0.2549519892
1198	0.2541522241
1199	0.2539453027
1200	0.2530652565
1201	0.2527077382
1202	0.2520951586
1203	0.2517380279
1204	0.2515907357
1205	0.2512201482
1206	0.2503885462
1207	0.2499271457
1208	0.2497121319
1209	0.2495703327
1210	0.2489434529
1211	0.2486199602
1212	0.247982576
1213	0.2473666223
1214	0.2465431324
1215	0.2462605978
1216	0.2456007726
1217	0.244820897
1218	0.2442567298
1219	0.243524826
1220	0.2429655769
1221	0.2420208987
1222	0.2418672272
1223	0.2417313399
1224	0.2415778662
1225	0.2410061038
1226	0.2403443779
1227	0.2396098876
1228	0.2389125436
1229	0.2385976179
1230	0.2381777074
1231	0.2377308247
1232	0.2370206831
1233	0.236884337
1234	0.235959169
1235	0.235189408
1236	0.234684452
1237	0.2342593136
1238	0.2334918339
1239	0.2328192371
1240	0.2322421302
1241	0.231814695
1242	0.2311602948
1243	0.230333302
1244	0.2296618502
1245	0.2290380542
1246	0.2284081911
1247	0.2277677844
1248	0.2275310687
1249	0.227208992
1250	0.2266464391
1251	0.2265498307
1252	0.2262263647
1253	0.2256395893
1254	0.2247325051
1255	0.2242491599
1256	0.2234222892
1257	0.2229191932
1258	0.222673155
1259	0.2221940734
1260	0.2215888649
1261	0.2214429695
1262	0.2206869834
1263	0.2203947222
1264	0.219745478
1265	0.2189529162
1266	0.2186606491
1267	0.2180359227
1268	0.2174390984
1269	0.2172831308
1270	0.216600253
1271	0.2161336117
1272	0.2159321909
1273	0.2155917992
1274	0.2152490564
1275	0.2148117467
1276	0.2141969854
1277	0.2141153527
1278	0.2134368615
1279	0.2128963482
1280	0.2125103251
1281	0.2118857421
1282	0.2116783237
1283	0.2113012482
1284	0.2106149126
1285	0.2098535193
1286	0.2094741633
1287	0.208699235
1288	0.2084923066
1289	0.2081132783
1290	0.2077192257
1291	0.207312514
1292	0.2069149518
1293	0.2066808798
1294	0.2060459949
1295	0.2056688877
1296	0.2053229698
1297	0.2048505298
1298	0.2043892376
1299	0.2042231418
1300	0.2039947243
1301	0.2037030823
1302	0.2031406763
1303	0.2028309604
1304	0.2021313643
1305	0.2014268361
1306	0.2011586418
1307	0.200999036
1308	0.2007604665
1309	0.2001208475
1310	0.1993563941
1311	0.1988036183
1312	0.1982708041
1313	0.1977847718
1314	0.1976261018
1315	0.1973835563
1316	0.1967642268
1317	0.1961499095
1318	0.1956053464
1319	0.1952093006
1320	0.1950201449
1321	0.1948200253
1322	0.1941430986
1323	0.1936965106
1324	0.1931872465
1325	0.1925418878
1326	0.1920276074
1327	0.1915470953
1328	0.1911202846
1329	0.1908285313
1330	0.1906810787
1331	0.1904535559
1332	0.1903753505
1333	0.189968809
1334	0.1893806363
1335	0.1889068857
1336	0.1882504399
1337	0.188119783
1338	0.1877012194
1339	0.1872705911
1340	0.186799809
1341	0.1862505652
1342	0.1858381786
1343	0.185311236
1344	0.1849292157
1345	0.1848483481
1346	0.1844116675
1347	0.1838471713
1348	0.1834973931
1349	0.1831139035
1350	0.1827266391
1351	0.1819839133
1352	0.1815847679
1353	0.1811690419
1354	0.1810254094
1355	0.1806182709
1356	0.1804080038
1357	0.179758311
1358	0.1791948146
1359	0.1786869506
1360	0.1784873659
1361	0.1778257498
1362	0.1772487472
1363	0.1771047414
1364	0.1769972458
1365	0.1766870146
1366	0.1762257013
1367	0.1759268245
1368	0.1755125685
1369	0.175074183
1370	0.1749224849
1371	0.1742527058
1372	0.1740109656
1373	0.1735806508
1374	0.1731643968
1375	0.1726367404
1376	0.172124772
1377	0.171812553
1378	0.171327051
1379	0.1708532297
1380	0.1705008395
1381	0.1699448725
1382	0.1697802966
1383	0.1694609331
1384	0.1688898069
1385	0.1688134863
1386	0.1683234573
1387	0.1682422765
1388	0.1678396098
1389	0.1674037066
1390	0.1669115811
1391	0.1668012549
1392	0.1663421776
1393	0.1658749959
1394	0.1656138166
1395	0.1654410649
1396	0.1649697814
1397	0.1647256148
1398	0.1644660216
1399	0.1642146788
1400	0.1639174415
1401	0.1635831893
1402	0.1633294645
1403	0.1627759504
1404	0.1622690616
1405	0.1620503421
1406	0.1616120513
1407	0.1611241245
1408	0.1606587901
1409	0.1605130224
1410	0.1601544495
1411	0.1597038713
1412	0.1595423367
1413	0.1594935436
1414	0.1591674316
1415	0.1585478624
1416	0.1581222703
1417	0.157757375
1418	0.1574968082
1419	0.1571661121
1420	0.1568105051
1421	0.1565633181
1422	0.156090246
1423	0.1560262405
1424	0.1554529342
1425	0.1552645437
1426	0.1547811467
1427	0.1546092801
1428	0.1544094371
1429	0.1540388346
1430	0.1539197237
1431	0.1534343602
1432	0.1530773917
1433	0.1529899045
1434	0.1525361047
1435	0.1524011668
1436	0.1519229891
1437	0.1514976857
1438	0.1513761687
1439	0.1511704707
1440	0.1508677985
1441	0.1508146643
1442	0.1503808547
1443	0.1502694519
1444	0.1499444486
1445	0.1494990696
1446	0.1493704768
1447	0.148909499
1448	0.1484992655
1449	0.1482637837
1450	0.147846103
1451	0.1477548993
1452	0.1474160686
1453	0.1470813811
1454	0.1467161155
1455	0.1462325447
1456	0.1457510468
1457	0.145296534
1458	0.1449671817
1459	0.1445985465
1460	0.1445333462
1461	0.1442421927
1462	0.1438353496
1463	0.1437644484
1464	0.1434610719
1465	0.143331199
1466	0.143165724
1467	0.1426644148
1468	0.1421564048
1469	0.141791577
1470	0.1412677788
1471	0.1409150229
1472	0.1404128611
1473	0.1402434758
1474	0.1400956752
1475	0.1397450998
1476	0.1395009207
1477	0.1393248401
1478	0.1390466594
1479	0.1387730632
1480	0.1385387826
1481	0.1383525521
1482	0.1380434476
1483	0.1375661682
1484	0.1372363386
1485	0.1368999612
1486	0.1368480093
1487	0.1366375807
1488	0.1362532453
1489	0.1359584247
1490	0.1359084114
1491	0.1356649101
1492	0.1354719273
1493	0.1352307701
1494	0.1350469161
1495	0.1348698934
1496	0.1345553702
1497	0.1344729509
1498	0.1344210156
1499	0.1339128374
1500	0.1335545692
1501	0.1333168689
1502	0.1331878491
1503	0.1329457376
1504	0.1327653162
1505	0.1324789254
1506	0.1324332787
1507	0.1321875375
1508	0.1318328817
1509	0.1314019554
1510	0.1308901709
1511	0.1304785968
1512	0.1301862135
1513	0.1299420906
1514	0.1297996771
1515	0.129438319
1516	0.129154825
1517	0.1290365441
1518	0.1287271472
1519	0.128679841
1520	0.1283014119
1521	0.1278806965
1522	0.1277390424
1523	0.1274859137
1524	0.1271993698
1525	0.126950792
1526	0.1264849634
1527	0.1261811966
1528	0.126012568
1529	0.1259255187
1530	0.125587576
1531	0.1255011009
1532	0.1252244654
1533	0.1248280212
1534	0.1247141231
1535	0.1242129044
1536	0.1239938022
1537	0.123820302
1538	0.1235020796
1539	0.1234394955
1540	0.1232989972
1541	0.1230805965
1542	0.1227975946
1543	0.1223597088
1544	0.1221215754
1545	0.1220467821
1546	0.1220033044
1547	0.121665377
1548	0.121590294
1549	0.121191167
1550	0.1207911649
1551	0.1204586418
1552	0.1202059682
1553	0.119759485
1554	0.1195079551
1555	0.1191614298
1556	0.1188665002
1557	0.1185074909
1558	0.1182365311
1559	0.1180061767
1560	0.1179098909
1561	0.1175319477
1562	0.1173874754
1563	0.1170442474
1564	0.1168390822
1565	0.1167986046
1566	0.1166187941
1567	0.1164988141
1568	0.1161898814
1569	0.1158374168
1570	0.1155434027
1571	0.1154111572
1572	0.1153082458
